,ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
203387,6253896,de,ip-11-wf0-2018-0024,ford-werke gmbh,ford werke gmbh,ford-werke gmbh,ford d,e13*2007-46*1911*05,deh,ylda1px,53bam6aema6,ford,focus,m1,m1,1.0,1559.0,1694.0,122.0,161.0,2700.0,1576.0,1571.0,diesel,m,1995.0,110.0,,e13 19,1.2,,,,f,2019,,,
134563,11268289,pl,ip-11-wf0-2017-0034,ford-werke gmbh,ford werke gmbh,ford-werke gmbh,frank-cars sp z oo,e13*2001-116*0249*40,ba7,uncn1fx,5gbbznaarbt,ford,mondeo,m1,m1,1.0,1629.0,1735.0,171.0,197.0,2850.0,1599.0,1595.0,petrol,m,1498.0,121.0,,,,,,,f,2019,,,
158552,7607491,de,ip-11-wf0-2018-0008,ford-werke gmbh,ford werke gmbh,ford-werke gmbh,ford d,e13*2007-46*1911*03,deh,yzda1px,5ymbz6acpbv,ford,focus,m1,m1,1.0,1408.0,1532.0,125.0,142.0,2700.0,1576.0,1571.0,petrol,m,1496.0,111.0,,,,,,,f,2019,,,
152572,7497674,de,,vw group pc,volkswagen,volkswagen ag,volkswagen-vw,e1*2001-116*0450*37,5n,acdfgax0,fd7fd7gc009n5n4tvr27cp1csb,volkswagen vw,tiguan,m1,m1,1.0,1645.0,1798.0,131.0,160.0,2677.0,1589.0,1580.0,diesel,m,1968.0,110.0,,,,,,,f,2019,,,
140817,4155359,de,ip-02-vf1-2018-0028,renault,renault,renault sas,renault f,e2*2007-46*0574*09,rfa,rf2,nc6ta0315000,renault,scenic,m1,m1,1.0,1543.0,1696.0,139.0,158.0,2804.0,1602.0,1596.0,petrol,m,1332.0,117.0,,,,,,,f,2019,,,
14553,241609,it,ip-13-wau-2018-0052,vw group pc,audi ag,audi ag,audi ag,e1*2007-46*1892*01,gb,sdkrff1,fm6fm6aj017rt11c167cpaem1,audi,a1 sportback,m1,m1,1.0,1180.0,1311.0,111.0,126.0,2550.0,1511.0,1490.0,petrol,m,999.0,85.0,,,,,,,f,2019,,,
23925,11129678,pl,ip-01-wva-2018-0208,vw group pc,volkswagen,volkswagen ag,tomasz i danuta mrukowie ppuh plandex sj,e1*2007-46*1725*10,3h,abdadax0,fd7fd7gc005v7cpvr21coa,volkswagen vw,arteon,m1,m1,1.0,1556.0,1670.0,139.0,160.0,2837.0,1587.0,1577.0,petrol,m,1498.0,110.0,,,,,,,f,2019,,,
96177,988691,hu,ip-11-wf0-2018-0018,ford-werke gmbh,ford werke gmbh,ford-werke gmbh,ford,e13*2007-46*1103*23,dxa,m8df1vx,5jgbz6ad56b,ford,c-max,m1,m1,1.0,1484.0,1592.0,163.0,176.0,2648.0,1544.0,1554.0,petrol,m,1498.0,110.0,,,,,,,f,2019,,,
95341,40617,be,,vw group pc,volkswagen,volkswagen ag,volkswagen,e1*2001-116*0242*40,1k,aecavdx0,fd7fd7am006n7mgn1,"volkswagen, vw",golf,m1,,1.0,1503.0,,148.0,,2577.0,1527.0,1500.0,petrol,m,1390.0,118.0,,,,,,,f,2012,,,
244478,181936,gb,,,automobiles peugeot,automobiles peugeot,peugeot,,a,ajfhz*,ajfhz0,peugeot,bipper tepee s hdi s-a,m1,,10.0,1330.0,,107.0,,2513.0,1462.0,1464.0,diesel,m,1248.0,,,,,,,,f,2012,,,
70075,254386,it,,vw group pc,audi ag,audi ag,audi ag,e1*2001-116*0430*22,b8,scjebf1,fm6b1004rb8tas47mgem1,audi,a5 sportback,m1,,1.0,1565.0,,136.0,,2817.0,1595.0,,petrol,m,1798.0,125.0,,,,,,,f,2012,,,
49969,249281,ie,,vw group pc,audi ag,audi ag de-85045 ingolstadt,,e3*2001-116*0217*21,8r,xcglbq1,qd7b5035r8r7c7mgem0,fiat,punto1.2 sound 4dr,m1,,8.0,1895.0,,184.0,,2510.0,,,petrol,m,1242.0,,,,,,,,f,2012,,,
194217,34757,be,,general motors,opel,adam opel ag,opel,e4*2007-46*0204*08,p-j-sw,daeda11,ba1j3abra5,opel,astra sports tourer,m1,,1.0,1550.0,,169.0,,2685.0,1541.0,1551.0,petrol,m,1598.0,85.0,,,,,,,f,2012,,,
324729,60262,de,,,automobiles peugeot,automobiles peugeot,peugeot (f),e2*2001-116*0365*15,7,7j5fs*,7j5fs0,peugeot,partnerod.ranch,m1,,484.0,1581.0,,169.0,,2728.0,1507.0,1556.0,petrol,m,1598.0,88.0,,,,,,,f,2012,,,
20553,260553,it,,daimler ag,daimler ag,daimler ag stuttgart,daimler ag,e1*2007-46*0598*04,166,a27tm1,rzaad502,mercedes,ml 63 amg,m1,,1.0,2345.0,,276.0,,2915.0,1705.0,,petrol,m,5461.0,386.0,,,,,,,f,2012,,,
297424,13374,at,,pool renault,renault,renault,renault,e2*2001-116*0327*45,r,kr2v,kr2v0h,renault,clio,m1,,3.0,1309.0,,105.0,,2575.0,1458.0,1456.0,diesel,m,1461.0,55.0,,,,,,,f,2012,,,
203913,25483,be,,daimler ag,daimler ag,daimler ag stuttgart,mercedes,e1*2001-116*0501*09,212,j0s1m0,nzaaa501,mercedes-benz,e 200 cdi,m1,,5.0,1735.0,,136.0,,2874.0,1600.0,1590.0,diesel,m,2143.0,100.0,,,,,,,f,2012,,,
204196,25738,be,,daimler ag,daimler ag,daimler ag stuttgart,mercedes,e1*2001-116*0502*09,207,l3sam0,nzaaa402,mercedes-benz,e 220 cdi,m1,,1.0,1680.0,,138.0,,2760.0,1552.0,1536.0,diesel,m,2143.0,120.0,,,,,,,f,2012,,,
48752,211171,gb,,,nissan,nissan international sa,nissan,e11*2001-116*0295*12,j10,a,a03,nissan,qashqai tekna,m1,,417.0,1434.0,,144.0,,2630.0,1540.0,1545.0,petrol,m,1598.0,,,,,,,,f,2012,,,
357696,247552,hu,,vw group pc,skoda,skoda auto as,skoda auto as,e11*2001-116*0230*44,1z,aacggax01,tfm5fm5af0150,skoda,octavia,m1,,17.0,1245.0,,149.0,,2575.0,1534.0,1505.0,petrol,m,1390.0,59.0,,,,,,,f,2012,,,
22238,262238,it,,ford-werke gmbh,ford werke gmbh,ford-werke gmbh,ford werke,e13*2007-46*1103*05,dxa,jqdb1j,5cgamb,ford,c-max,m1,,92.0,1385.0,,149.0,,2648.0,1569.0,,petrol,m,1596.0,110.0,,,,,,,f,2012,,,
267506,217259,gb,,general motors,opel,adam opel ag,vauxhall,e1*2001-116*0379*16,s-d,bn11,1a06a4d0bda5,vauxhall,corsa excite ac,m1,,86.0,1163.0,,124.0,,2511.0,1485.0,1478.0,petrol,m,1229.0,,,,,,,,f,2012,,,
33233,203152,gb,,ford-werke gmbh,ford werke gmbh,ford-werke gmbh,ford,e13*2007-46*1138*05,dyb,t1db1l,5daamc,ford,focus titanium x tdci,m1,,36.0,1424.0,,109.0,,2648.0,1559.0,1549.0,diesel,m,1560.0,,,,,,,,f,2012,,,
288238,65249,de,,bmw group,bmw ag,bayerische motoren werke ag,bayer.mot.werke-bmw,,3k,3k31,5a,,320d,,,1.0,1575.0,,122.0,,,,,diesel,m,1995.0,135.0,,,,,,,f,2012,,,
200119,31068,be,,general motors,gm korea company,gm korea company,chevrolet,e4*2007-46*0129*06,kl1m,mhd12,2bb5,chevrolet,chevrolet.spark,m1,,3.0,1044.0,,118.0,,2375.0,1410.0,1417.0,petrol,m,1206.0,60.0,,,,,,,f,2012,,,
246782,184240,gb,,bmw group,bmw ag,bayerische motoren werke ag,bmw,e1*2007-46*031*09,3l,3d32,5a200,bmw,320d sport auto,m1,,1.0,1505.0,,118.0,,2810.0,1531.0,1572.0,diesel,m,1995.0,,,,,,,,f,2012,,,
200121,3106,at,,pool renault,dacia,automobile dacia sa,dacia,e2*2001-116*0314*61,sd,5sda4,5sda45,dacia,sandero,m1,,1.0,1203.0,,99.0,,2589.0,1497.0,1486.0,diesel,m,1461.0,55.0,,,,,,,f,2012,,,
260073,187420,gb,,bmw group,bmw ag,bayerische motoren werke ag,bmw,e1*2007-46*0277*05,1c,um92,5h000,bmw,118d sport plus edition,m1,,152.0,1560.0,,127.0,,2660.0,1484.0,1517.0,diesel,m,1995.0,,,,,,,,f,2012,,,
74446,363352,si,,bmw group,bmw ag,bayerische motoren werke ag,,e1*2007-46*0371*05,ukl-l,sr31,5h000,mini,one - -,m1,,21.0,1145.0,,127.0,,2467.0,1465.0,1473.0,petrol,m,1598.0,72.0,,,,,,,f,2012,,,
8523,256023,it,,,automobiles peugeot,automobiles peugeot,automobiles peugeot,e2*2007-46*0070*04,c,a5fv8,,peugeot,208,m1,,1.0,1165.0,,135.0,,2538.0,1472.0,,petrol,m,1598.0,115.0,,,,,,,f,2012,,,
238024,170482,fr,,vw group pc,volkswagen,volkswagen ag,volkswagen ag,e1*2001-116*0242*44,1k,accaycx0,fm5fm5a4051e7mgn1,volkswagen,golf,m1,,2000.0,1318.0,,107.0,,2575.0,1527.0,1500.0,diesel,m,1598.0,77.0,,,,,,,f,2012,,,
152046,290778,lv,,vw group pc,volkswagen,volkswagen ag,volkswagen ag,e1*2007-46*0401*04,7n,cffbx0af,fm6fm6bb0027mq7vr2vw0,vw,sharan,m1,,5.0,1822.0,,146.0,,2920.0,1569.0,1617.0,diesel,m,1968.0,103.0,,,,,,,f,2012,,,
242367,174825,gb,,vw group pc,audi ag,audi ag,audi,e1*2001-116*0430*25,b8,lcgwcq1,qd7b5041rb8k5s57mgem1,audi,s4 tfsi quattro auto,m1,,18.0,1780.0,,190.0,,2820.0,1550.0,1538.0,petrol,m,2995.0,,,,,,,,f,2012,,,
15326,267826,it,,vw group pc,seat,seat sa,seat s.a.,e9*2001-116*0067*23,6j,secgpax0,sgnfm52t1117mggi,seat,ibiza st,m1,,24.0,1110.0,,128.0,,2469.0,1465.0,,petrol,m,1198.0,51.0,,,,,,,f,2012,,,
155014,303341,nl,,ford-werke gmbh,ford werke gmbh,ford-werke gmbh,ford werke gmbh,e13*2001-116*0185*16,wa6,ufwa1m,7heaqg,ford,galaxy,m1,,3.0,1733.0,,143.0,,2850.0,1588.0,1605.0,diesel,,1997.0,103.0,,,,,,,f,2012,,,
149053,290285,lv,,toyota -daihatsu group,toyota,toyota motor europe  nv sa,toyota motor europe nv-sa,e11*2001-116*0331*05,t27,zrt272(w),zrt272l-awxgpw(2f),toyota,avensis,m1,,1.0,1612.0,,161.0,,2700.0,1550.0,1550.0,petrol,m,1987.0,112.0,,,,,,,f,2012,,,
187856,166144,fr,,pool renault,renault,renault,renault,e2*2001-116*0373*21,z,kz1g,kz1g06,renault,megane,m1,,1.0,1340.0,,114.0,,2703.0,1546.0,1547.0,diesel,m,1461.0,81.0,,,,,,,f,2012,,,
252478,179825,gb,,vw group pc,audi ag,audi ag,audi,e1*2001-116*0430*18,b8,ccalaq1,qm6b2012r8t907mgem0,audi,a5 s line black edit fsi quat,m1,,1.0,1615.0,,214.0,,2758.0,1581.0,1569.0,petrol,m,3197.0,,,,,,,,f,2012,,,
299359,4455412,pt,ip-13-wau-2018-0093,vw-saic,audi ag,audi ag,audi ag,e1*2007-46*1552*15,ga,xdgtef1,fd7fd7cw002rt11b614bfaem1ha00,audi,q2,m1,m1,1.0,1435.0,1543.0,118.0,156.0,2587.0,1552.0,1557.0,diesel,m,1598.0,85.0,,,,,,,f,2020,,,
211483,2367911,de,ip-mqb27sz_a0_0539-tmb-1,vw-saic,skoda,skoda auto as,skoda (cz),e8*2007-46*0349*10,nw,abcdlaax0,nfm6fm6aj0214bistnk4n1a1a,skoda,kamiq,m1,m1,1.0,1237.0,1369.0,108.0,123.0,2639.0,1506.0,1521.0,petrol,m,999.0,81.0,,e8 17 19 28 29,2.7,1.9,,,f,2020,,,
59308,5606476,de,ip-2019_1413-wdb-1,mercedes-benz,mercedes-benz ag,mercedes-benz ag,mercedes-benz ag,e1*2007-46*1909*04,f2b,oxh7t2,fzaa170a,mercedes-benz,glb 200,m1,m1,1.0,1610.0,1769.0,138.0,166.0,2829.0,1627.0,1607.0,petrol,m,1332.0,120.0,,e1 9,1.7,,,,f,2020,,,
21431,4011248,de,ip-03_312_0163-zfa-1,fca,fiat group,fca italy spa,fca italy(i),e3*2007-46*0064*53,312,axa11,03aw,fiat,fiat 500,m1,m1,1.0,1050.0,1136.0,113.0,136.0,2300.0,1408.0,1415.0,petrol,m,1242.0,51.0,,,,,,,f,2020,,,
63724,10787956,cz,ip-hnp____mb6_1424-w0v-0,psa-opel,opel automobile,opel automobile gmbh,opel automobile,e4*2007-46*1194*10,p7 monocab c,ea025db12,bb1vadph0a5,opel,crossland x,m1,m1,1.0,1254.0,1411.0,109.0,140.0,2604.0,1513.0,1513.0,petrol,m,1199.0,81.0,,"e2 19, e2 17",2.4,,,,f,2020,,,
242795,10742841,no,ip-2017_2432-wdb-1,mercedes-benz,mercedes-benz ag,mercedes-benz ag,mercedes-benz ag,e1*2007-46*1560*15,r1es,u21it0,czaa05ga,mercedes-benz,e 300 de,m1,m1,1.0,2140.0,2306.0,44.0,44.0,2939.0,1599.0,1595.0,diesel-electric,p,1950.0,143.0,256.0,,,,,,f,2020,,,45.0
288867,4393913,it,ip-mqb27sz_a0_0216-wau-1,vw-saic,audi ag,audi ag,audi ag,e1*2007-46*1892*10,gb,hdkrff1,fd7fd7cw007rt81c184bfaem10,audi,a1 citycarver,m1,m1,1.0,1245.0,1366.0,119.0,150.0,2554.0,1522.0,1496.0,petrol,m,999.0,85.0,,,,,,,f,2020,,,
60986,5608154,de,ip-2019_0401-wdb-1,mercedes-benz,mercedes-benz ag,mercedes-benz ag,mercedes-benz ag,e1*2007-46*1829*10,f2a,x08qt2,hzaz051a,mercedes-benz,a 250 e,m1,m1,1.0,1700.0,1839.0,33.0,29.0,2729.0,1569.0,1558.0,petrol-electric,p,1332.0,118.0,225.0,,,,,,f,2020,,,75.0
31075,4728077,de,ip-ehz____amn83240-vf3-0,psa-opel,automobiles peugeot,automobiles peugeot,peugeot (f),e2*2007-46*0534*11,m,j,ehzr-c2b000,peugeot,3008,m1,m1,1.0,1555.0,1755.0,127.0,171.0,2675.0,1601.0,1610.0,diesel,m,1997.0,130.0,,,,,,,f,2020,,,
